Hebrew (Nikkud),Transliteration,Part of Speech,Translation,Era,Notes
קָסוּם,kasúm,adjective,enchanting,,
קָסוּם,kasúm,adjective,magic,,
קָסוּם,kasúm,adjective,wonderful,,
קָעוּר,ka'úr,adjective,concave,,
קָפִּיטָלִיזְם,kapitalízm,noun,capitalism,,
קָפֶה,kafé,noun,coffee,,
קָפֶה הָפוּךְ,kafé hafúkh,noun,"A single serving of such a drink: a latte, a cappuccino, or the like.",,
קָפֶה הָפוּךְ,kafé hafúkh,noun,"An Israeli coffee drink, a version of cappuccino.",,
קָפֶה הָפוּךְ,kafé hafúkh,noun,"Latte, cappuccino, or any of the various other coffee drinks made from a combination of espresso and milk foam.",,
קָפֶה נָמֵס,kafe names,noun,instant coffee,,
קָפֶה קָפוּא,kafé kafú,noun,iced coffee,,
קָפַץ,kafatz,root,jumped / leaped / closed,Both,
קָפַץ,kafáts,verb,to jump,,
קָפָּא,káppa,proper noun,kappa (the tenth letter of the Greek alphabet),,
קָפָא,kafá,verb,to freeze,,
קָפָא,kafá,verb,to solidify,,
קָפוּא,kafú,adjective,frozen,,
קָץ,káts,verb,to cut off,Biblical,
קָצִין,katsín,noun,commissioned officer,Biblical,
קָצִיר,katsír,noun,"a bough, tree branch",Biblical,
קָצִיר,katsír,noun,a harvest,Biblical,
קָצֶה,katzeh,noun,end / edge,Both,
קָצֶה,katsé,noun,"tip, end",,
קָצַב,katzav,root,cut / apportioned,Biblical,
קָצַף,katzaf,root,was angry / wrathful,Biblical,
קָצַף,katsáf,verb,to be furious,,
קָצַץ,katzatz,root,cut off / chopped,Biblical,
קָצַץ,katsáts,verb,"to chop, to dice",,
קָצַר,katzar,root,reaped / harvested / was short,Biblical,
קָצַר,katsár,verb,"to be short, become shorter",,
קָצַר,katsár,verb,"to reap, harvest",Biblical,
קָצָה,katzah,root,cut off / came to end,Biblical,
קָצָר,katsár,adjective,"short, having a short length or duration",,
קָצוּץ,katsúts,adjective,"cut off, chopped, minced",,
קָקָאוֹ,kaká'o,noun,cacao (tree),,
קָקָאוֹ,kaká'o,noun,cocoa (powder),,
קָרִיא,karí,adjective,"legible, readable",,
קָרִיקָטוּרָה,karikatúra,noun,"A caricature, a comic, a cartoon.",,
קָרִיר,karír,adjective,"cool, cold in a pleasant way",,
קָרַב,karav,root,drew near / approached,Biblical,
קָרַב,karáv,verb,to approach.,,
קָרַח,karach,root,was bald / froze,Biblical,
קָרַחַת,karákhat,noun,"baldness, alopecia",,
קָרַחַת יַעַר,karákhat yá'ar,noun,"clearing in the forest, glade",,
קָרַמְבּוֹלָה,karámbola,noun,star fruit,,
קָרַן,karán,verb,"radiate, shine",Biblical,
קָרַס,karas,root,collapsed / stooped,Biblical,
קָרַס,karás,verb,collapse,,
קָרַס,karás,verb,crash,,
קָרַע,kara,root,tore / rent,Both,
קָרַע,qaráʿ,verb,"To cause much laughter, to amuse.",,colloquial
קָרַע,qaráʿ,verb,To extremely tire or exhaust.,,colloquial
קָרַע,qaráʿ,verb,To overwhelmingly beat (someone or something).,,colloquial
קָרַע,qaráʿ,verb,To rip off.,,colloquial
קָרַע,qaráʿ,verb,"To tear, to rip, to rend; to tear apart.",,
קָרַץ,karatz,root,nipped / winked / formed,Biblical,
קָרַץ,karáts,verb,"to cut out, to divide (dough)",,
קָרָא,kara,root,called / read / named,Both,
קָרָא,kará,verb,to call,,
קָרָא,kará,verb,to crow,,
קָרָא,kará,verb,to read,,
קָרָאִי,kara'í,adjective,Karaite.,,
קָרָאִי,kara'í,noun,A Karaite.,,
קָרָה,qará,noun,"frost, cold weather",Biblical,
קָרָה,karah,root,happened / met / befell,Biblical,
קָרָה,qará,verb,"To happen, occur, go on.",,
קָרָווָן,qaravan,noun,"caravan, house trailer",,
קָרָטֶה,kárate,noun,karate,,
קָרָמֶל,karamel,noun,caramel,,
קָרוֹב,karóv,adjective,"close, near",,
קָרוֹב,karóv,adjective,"coming, upcoming",,
קָרוֹב,karóv,adverb,"close, near",,
קָרוֹב,karóv,noun,"a relative, a family member",,
קָרוֹן,karon,noun,"carriage, railroad car",,
קָרוֹן,karon,noun,wagon,,
קָרוּא,karú,adjective,"Called, called for.",,
קָרוּא,karú,adjective,Invited.,,
קָרוּא,karú,adjective,Read.,,
קָרוּסֶלָה,karuséla,noun,carousel,,
קָשִׁיחַ,kashíakh,adjective,"hard, rigid, stiff",,
קָשִׁישׁ,kashísh,noun,"old man, elderly man",,
קָשֶׁה,kashé,adjective,hard (demanding a lot of effort to endure),,
קָשֶׁה,kashé,adjective,hard (difficult),,
קָשֶׁה,kashé,adjective,hard (resistant to pressure),,
קָשֶׁה,kashé,adjective,hard-boiled (of eggs),,
קָשֶׁה,kashé,adjective,"serious, heavy: major, non-trivial",,
קָשַׁב,kashav,root,listened / paid attention,Biblical,hif'il
קָשַׁר,kashar,root,tied / bound / conspired,Both,
קָשַׁר,kashár,verb,to conspire,Biblical,
קָשַׁר,kashár,verb,"to relate, associate",Biblical,
קָשַׁר,kashár,verb,"to tie, link together",Biblical,
קָשָׁה,kashah,root,was hard / difficult,Biblical,
קָשׁוּב,kashúv,adjective,attentive,,
קָשׁוּר,kashúr,adjective,"Connected, related.",,
קָשׁוּר,kashúr,adjective,"Tied, connected, bound.",,
קָשׁוּר,kashúr,adjective,"Tied, tied up, bound.",,
קָתֶדְרָלָה,katedrala,noun,cathedral,,
קֹבֶץ,kóvets,noun,file,,
קֹדֶם,qóḏɛm,adverb,"before, earlier",,
קֹדֶם,qóḏɛm,preposition,"before, prior to",,
קֹדֶם כֹּל,kódem kol,adverb,first of all,,
קֹדֶשׁ,kodesh,noun,holiness / sacred thing,Both,
קֹדֶשׁ,kódesh,noun,"sanctity, holiness",,
קֹהֶלֶת,kohélet,proper noun,Ecclesiastes,,
קֹטֶב,kótev,noun,magnetic pole,,
קֹטֶב,kótev,noun,pole,,
קֹטֶב,kótev,noun,puncture-vine (Tribulus spp.),Both,
קֹטֶב,kótev,noun,the name of an infectious disease,Biblical,
קֹטֶב,kótev,noun,"thorn, sting",Biblical,
קֹטֶר,kóter,noun,diameter,,
קֹצֶר,kótser,noun,Shortness.,,
קֹצֶר רְאִיָּה,kótser r'iyá,noun,"nearsightedness, shortsightedness",,
קֹצֶר רוּחַ,kótser rúakh,noun,impatience,,
קֹר,kór,noun,"cold, coldness",,
קֹר כְּלָבִים,kor klavím,phrase,"very cold (literally, ""coldness of dogs"", ""a dog's cold"")",,
קֹרַח,kórakh,proper noun,Korah,,
קֹשִׁי,kóshi,noun,Hardness (as opposed to softness).,,
קֹשִׁי,kóshi,noun,"Hardness, difficulty.",,
קֻבִּיָּה,kubiyá,noun,block (cuboid object),,
קֻבִּיָּה,kubiyá,noun,cube,,
קֻבִּיָּה,kubiyá,noun,dice,,
קֻבּוּץ,kubúts,noun,kubutz (a Hebrew nikud diacritical mark (ִ◌ֻ) in the form of three diagonal dots underneath a letter),,
קֻדַּשׁ,kudásh,verb,to be sanctified,,
קֻלְמוּס,kulmus,noun,"a quill, reed pen, or metal dip pen",,
קֻנְדֵּס,kundés,noun,"A prankster, practical joker",,
קֻנְדָּס,kundás,noun,"A prankster, practical joker",,
קֻנְדָּס,kundás,noun,"A rod, pole",,archaic
קֻנְטַר,qun'tár,verb,"to be annoyed, to be vexed, to be teased",,
קֻעְקַע,,verb,"to be destroyed or demolished, to be ruined",,
קֻעְקַע,,verb,to be tattooed,,
קֻעְקַע,,verb,to be undermined,,
קֻפְסַת־שִׁמּוּרִים,kufsát-shimurím,noun,A tin can or other can or canning jar for storage of preserved food.,,
קֻפְסָה,kufsá,noun,A box or other container or receptacle for storage or transport.,,
קֻפְסָה שְׁחֹרָה,kufsá sh'khorá,noun,A black box: a device that records the activity data of an aircraft or other vessel.,,
קֻפְסָה שְׁחֹרָה,kufsá sh'khorá,noun,A black box: a device whose input and output characteristics are known but whose internal workings are unknown or ignored.,,
קֻפַּאי,kupáy,noun,cashier,,
קֻפָּה,kupá,noun,cash register,,
קֻפָּה,kupá,noun,fund,,
קֻפָּה,kupá,noun,money box,,
קֻצַּץ,kutsáts,verb,"To be cut, chopped.",,
קֻצַּץ,kutsáts,verb,"To be cut, reduced.",,
קֻצַּר,kutsár,verb,To be shortened: to be made shorter.,,
קֻרְאָן,kur'án,proper noun,Qur'an,,
קֻרְנָס,kurnás,noun,"sledgehammer, mallet",,Mishnaic
ק־ד־ם,q-d-m,root,"Forming words relating to oldness, antiquity; coming before or precedence.",,
ק־ד־ש ׁ,q-d-sh,root,"Related to holiness, sanctity, sacredness.",,
ק־ו־ה,q-w-h,root,"Related to hope, expectation.",,
ק־נ־ה,q-n-h,root,Forming words pertaining to buying,,
ק־צ־ץ,q-ts-ts,root,Forming words relating to cutting and reducing.,,
ק־ר־א,q-r-ʾ,root,Forming words relating to calling or reading.,,
קׇדְקוֹד,kodkód,noun,crown (the top of the head),,
קׇדְקוֹד,kodkód,noun,vertex (corner of a polygon),,
קׇדְקוֹד,kodkód,noun,vertex (extremum of a parabola),,
קׇדָשִׁים,kodashím,noun,"Kodashim, an order of the Mishna",,
קׇטְבִּי,kotbí,adjective,opposite,,
קׇטְבִּי,kotbí,adjective,polar,,
קׇשְׁחָה,koshkhá,noun,firmware,,
קאפּ,káp,noun,"Used as a translation of 'cup' in various proper nouns, especially names of soccer tournaments.",,
קאפּ,káp,noun,cup (bra),,
קאפקייק,kápkeik,noun,"A cupcake: a small cake baked in a paper ""cup"".",,
קברנה סוביניון,kaberné sovinyón,noun,Cabernet Sauvignon (a variety of red grape used principally in wine-making),,
קברנה סוביניון,kaberné sovinyón,noun,Cabernet Sauvignon (a wine made from such grapes),,
קוֹאָלִיצְיָה,ko'alítsya,noun,A coalition.,,
קוֹאָלָה,koala,noun,koala,,
קוֹאוֹפֵּרָטִיב,ko'operatív,noun,"cooperative, co-op",,
קוֹבְּרָה,kóbra,noun,cobra,,
קוֹבַּלְט,qóbalt,noun,"cobalt (a chemical element (symbol Co) with an atomic number of 27: a hard, lustrous, silver-gray metal)",,
קוֹבַע,kóva',noun,helmet,,
קוֹד,kód,noun,code,,
קוֹד מָקוֹר,kod makór,noun,source code,,
קוֹד מוֹרְס,kod mors,noun,Morse code (a character code represented by dots and dashes),,
קוֹד קַוִּים,kod kavím,noun,barcode,,
קוֹדֵחַ,kodé'akh,adjective,feverish (of a person or a body part),,
קוֹטֶג׳,kótej,noun,"A cottage: a small house, especially in a village.",,
קוֹטֶג׳,kótej,noun,cottage cheese (a cheese curd product with a mild flavor that is drained but not pressed so some whey remains),,
קוֹל,kol,noun,sound (see also צליל),,
קוֹל,kol,noun,"voice (also in its figurative senses of statement, opinion, or order)",,
קוֹל,kol,noun,voice / sound,Both,
קוֹל,kol,noun,vote,Modern,
קוֹל אִשָּׁה,kol ishá,noun,"The prohibition against listening to a woman sing (as her voice is considered part of her עֶרְוָה and for this reason must be used in a modest manner, which includes not singing in the presence of men).",,
קוֹל צָף,kol tsaf,noun,"swing vote, floating vote",,
קוֹל קוֹרֵא,kol koré,noun,"call for participation (in a conference or a project), call for submission (of academic papers, of project proposals)",,
קוֹלְחוֹז,kolkhoz,noun,kolkhoz (farming collective),,
קוֹלְנוֹעִי,kolno'í,adjective,cinematic,,
קוֹלְנוֹעַ,kolnóa',noun,"Cinema, film: movies taken collectively.",,
קוֹלְנוֹעַ,kolnóa',noun,"cinema, movie theater",,
קוֹלִי,kolí,adjective,vocal,,
קוֹלִיבְּרִי,kolíbri,noun,hummingbird,,
קוֹלָה,kóla,noun,"A Coke, a Coca-Cola drink.",,
קוֹלָן,kolán,noun,glue,,
קוֹלָן,kolán,noun,only used in קְצִיפַת קוֹלָן (“marshmallow”),,
קוֹלָן,kolán,noun,speaker,,
קוֹלָן,kolán,noun,tuning fork,,
קוֹלָנִי,kolaní,adjective,"clamorous, vociferous, noisy",,
קוֹלוֹמְבְּיָה,kolómbya,proper noun,Colombia (a country in South America).,,
קוֹלוֹנְיָאלִיזְם,kolonyalízm,noun,colonialism,,
קוֹלוֹנֶל,kólonél,noun,colonel,,
קוֹלוֹסָאלִי,ko-lo-sá-li,adjective,colossal,,
קוֹלוֹרָדוֹ,kolorádo,proper noun,"Colorado (a state in the western United States, the 38th state)",,
קוֹמְבִּינָה,kombína,noun,a clever trick designed to beat the system,,slang
קוֹמְבִּינָה,kombína,noun,a quick poor-quality solution to a problem,,slang
קוֹמְבִּינָה,kombína,noun,"shady business, deal, or arrangement",,slang
קוֹמְמִיּוּת,qomemiyyút,adverb,upright (especially as a freeman),,
קוֹמְפַּקְטִי,kompákti,adjective,compact (topological sense),,
קוֹמִי,kómi,adjective,"comic, comedic, comical (relating to comedy).",,
קוֹמִי,kómi,adjective,"comical, ridiculous, absurd, pathetic",,
קוֹמִי,kómi,proper noun,"Komi (a Finno-Ugric language currently spoken by 200,000 to 400,000 people, depending on source and definition of ""speaker"", in northeastern European part of Russia)",,
קוֹמִי,kómi,proper noun,Komi (a republic of Russia),,
קוֹמִיקַאי,komikáy,noun,"A comic, a comedian.",,
קוֹמֵי,komé,noun,A specific Hellenistic or Roman hairstyle.,,
קוֹמֵי,komé,noun,"hair, hairstyle",,
קוֹמֵיס,kómes,noun,comes (an ancient Roman title),,
קוֹמֶדְיַת מַצָּבִים,komédyat matsavím,noun,"situation comedy, sitcom",,
קוֹמֶדְיָה,komédya,noun,comedy,,
קוֹמַת קַרְקַע,komát karká',noun,ground floor,,
קוֹמָה,komá,noun,"height, stature",,
קוֹמָה,komá,noun,"story, floor",,
קוֹמָה,komá,noun,tier,,
קוֹמוּנִיזְם,komunízm,noun,"communism (any far-left political ideology or philosophy advocating holding the production of resources collectively, especially by seizing it through revolution)",,
קוֹמוּנִיסְט,komuníst,noun,communist,,
קוֹנְגְּרֶס,kongrés,noun,a congress,,
קוֹנְגְּרֶס,kongrés,noun,a convention,,
קוֹנְדִּיטוֹרְיָה,konditórya,noun,"cake shop, confectionery shop",,
קוֹנְדִיטוֹר,kondítor,noun,"A confectioner, a pastry cook: one who bakes pastries.",,
קוֹנְדּוֹם,kondóm,noun,condom (flexible sleeve worn over the penis),,
קוֹנְיָאק,kónyak,noun,cognac,,
קוֹנְסְטְרוּקְצִיָּה,konstrúktsiya,noun,construction,,
קוֹנְסְפִּירָצְיָה,konspirátsya,noun,A conspiracy.,,
קוֹנְסֶרְבָטִיבִי,konservatívi,adjective,religiously conservative,,
קוֹנְסֶרְבָטִיבִי,konservatívi,noun,a Conservative Jew,,
קוֹנְסוּל,konsul,noun,consul,,
קוֹנְסוּלְיָה,konsúlya,noun,A consulate: a diplomatic office below the level of an embassy.,,
קוֹנְצֵרְט,kontsért,noun,concert,,
קוֹנְצֶנְזוּס⁩,kontsenzús,noun,consensus,,
קוֹנוּס,kónus,noun,cone,,
קוֹסְטָה רִיקָה,kósta ríka,proper noun,Costa Rica (a country in Central America),,
קוֹסְמוֹלוֹגְיָה,kosmologia,noun,"cosmology (the study of the physical universe, its structure, dynamics, origin and evolution, and fate)",,
קוֹסְמוּת,kosmút,noun,magic,,
קוֹסֵם,kosém,noun,magician (practitioner of allegedly supernatural magic),,
קוֹסוֹבוֹ,kósovo,proper noun,Kosovo (a partly-recognized country on the Balkan Peninsula in Southeast Europe),,
קוֹף,kof,noun,"monkey, ape",Biblical,
קוֹפֶּנְהָגֶן,kopenhagen,proper noun,Copenhagen (the capital city of Denmark),,
קוֹפֶאִין,kofe'ín,noun,caffeine,,
קוֹץ,kots,noun,A serif in handwritten script,,
קוֹץ,kots,noun,A thorn,Biblical,
קוֹץ,kots,noun,thistle,,
קוֹץ,kots,proper noun,"Hakkoz, a priest, the head of the seventh division of the priests",Biblical,
קוֹץ,kots,proper noun,"Koz, a descendant of Judah",Biblical,
קוֹץ בַּ תַּחַת,kots batákhat,noun,pain in the ass,,
קוֹצֵץ,kotséts,noun,"A cutter, a clipper, a chopper.",,
קוֹצֵר,kótser,noun,harvestman (arachnid of the order Opiliones),,
קוֹצֵר,kótser,noun,"reaper, harvester",,
קוֹצוֹ שֶׁל יוֹד,kotsó shel yod,noun,"A jot, an iota, i.e. something insignificant.",,
קוֹקְטֵיְל,koktél,noun,cocktail,,
קוֹקְסִינֶל,koksinél,noun,"An insult mostly used against trans women, drag queens, and sometimes queer men.",,
קוֹקוֹס,kókos,noun,coconut,,
קוֹרֵא,koré,noun,A reader.,,
קוֹרֵא,koré,noun,desert partridge; sand partridge (Ammoperdix),,
קוֹרֵיאָה,koréa,proper noun,"Korea (a geographic region consisting of two countries in East Asia, commonly known as South Korea and North Korea; formerly a single country)",,
